Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
181,Eric Gordon\gordoer01,SG,32,HOU,27,789,14.6,.577,.572,.311,1.0,7.0,3.9,14.8,0.8,1.5,10.9,25.3,,0.6,0.3,0.9,.054,,0.9,-1.5,-0.6,0.3
182,Devonte' Graham\grahade01,PG,25,CHO,51,1531,14.2,.544,.707,.227,1.3,8.5,4.9,26.4,1.5,0.4,10.6,21.5,,2.0,0.9,2.9,.092,,1.2,-1.1,0.1,0.8
183,Jerami Grant\grantje01,SF,26,DET,53,1805,17.0,.556,.352,.366,2.1,13.2,7.6,14.5,1.0,2.7,9.0,28.4,,1.7,1.5,3.3,.087,,2.1,-1.1,1.0,1.3
184,Danny Green\greenda02,SF,33,PHI,62,1749,12.0,.583,.789,.072,3.3,11.2,7.3,8.2,2.3,2.7,11.0,13.9,,1.4,2.8,4.2,.115,,0.1,1.3,1.4,1.5
185,Draymond Green\greendr01,PF,30,GSW,56,1734,12.5,.509,.340,.217,3.0,20.5,11.8,36.0,2.5,2.3,31.3,13.0,,0.6,2.8,3.4,.095,,-2.2,3.0,0.8,1.2
186,JaMychal Green\greenja01,PF,30,DEN,50,938,14.7,.609,.527,.150,9.0,20.6,14.9,5.8,1.3,2.0,11.9,18.0,,1.4,1.0,2.4,.124,,0.1,-1.6,-1.5,0.1
187,Javonte Green\greenja02,SG-PG,27,TOT,33,380,10.8,.586,.291,.405,6.4,10.9,8.7,4.5,2.6,1.0,15.4,12.5,,0.2,0.4,0.6,.081,,-2.5,0.8,-1.7,0.0
187,Javonte Green\greenja02,SG,27,BOS,25,345,11.9,.624,.310,.423,6.4,10.4,8.4,4.3,2.6,0.5,13.4,12.1,,0.4,0.3,0.8,.105,,-1.7,0.8,-0.9,0.1
187,Javonte Green\greenja02,PG,27,CHI,8,35,0.3,.225,.125,.250,6.5,15.8,11.2,6.8,2.8,5.0,31.1,15.9,,-0.2,0.1,-0.1,-0.159,,-9.9,0.2,-9.7,-0.1
188,Jeff Green\greenje02,C,34,BRK,61,1671,12.4,.605,.462,.300,2.1,13.4,8.0,8.2,1.0,1.3,8.0,15.2,,2.4,1.0,3.5,.099,,-0.4,-0.9,-1.4,0.3
189,Josh Green\greenjo02,SG,20,DAL,32,333,7.5,.470,.286,.214,7.0,12.7,9.9,7.1,1.5,0.8,17.3,12.3,,-0.1,0.3,0.1,.021,,-4.2,-0.3,-4.4,-0.2
190,Blake Griffin\griffbl01,PF,31,TOT,39,1018,12.3,.532,.508,.301,3.0,18.6,10.9,17.3,1.3,1.1,12.2,19.6,,0.5,0.9,1.5,.069,,-1.0,-0.3,-1.3,0.1
190,Blake Griffin\griffbl01,PF,31,DET,20,626,9.8,.491,.559,.279,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,,-0.1,0.5,0.4,.027,,-1.5,-1.1,-2.6,-0.1
190,Blake Griffin\griffbl01,PF,31,BRK,19,392,16.4,.598,.425,.336,5.9,20.3,13.5,15.4,1.7,2.5,13.5,19.7,,0.7,0.4,1.1,.136,,-0.2,0.8,0.6,0.3
191,Kyle Guy\guyky01,PG,23,SAC,25,176,10.9,.493,.529,.235,2.5,13.5,7.9,16.0,1.1,0.0,7.4,19.8,,0.1,0.0,0.1,.023,,-2.9,-2.3,-5.2,-0.1
192,Rui Hachimura\hachiru01,PF,22,WAS,51,1605,11.3,.548,.218,.279,2.9,15.6,9.3,6.5,1.2,0.3,9.1,17.9,,0.6,1.3,1.9,.057,,-2.0,-1.4,-3.4,-0.6
193,Ashton Hagans\haganas01,PG,21,MIN,2,4,-12.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.5,,0.0,0.0,0.0,-0.355,,-13.8,-7.9,-21.7,0.0
194,Tyrese Haliburton\halibty01,PG,20,SAC,58,1746,16.2,.585,.478,.090,2.5,8.7,5.5,24.5,2.1,1.4,12.5,18.1,,2.9,0.4,3.3,.090,,1.9,-0.9,1.1,1.4
195,Donta Hall\halldo01,PF,23,ORL,8,92,20.5,.648,.000,.857,15.3,24.7,19.8,10.9,2.1,6.0,13.5,10.5,,0.2,0.2,0.4,.206,,0.4,2.1,2.5,0.1
196,Josh Hall\halljo01,SF,20,OKC,16,205,-0.9,.326,.415,.623,1.5,14.8,8.1,14.4,0.2,0.4,21.0,17.7,,-0.8,0.1,-0.7,-0.155,,-10.0,-2.5,-12.5,-0.5
197,R.J. Hampton\hamptrj01,PG-SG,19,TOT,44,677,9.3,.499,.302,.230,3.5,17.4,10.3,10.3,1.4,1.0,14.4,18.3,,-0.5,0.6,0.1,.007,,-4.2,-1.0,-5.3,-0.6
197,R.J. Hampton\hamptrj01,PG,19,DEN,25,233,7.8,.490,.300,.200,4.9,19.4,12.2,7.6,1.1,0.8,14.4,14.3,,-0.1,0.2,0.1,.030,,-4.5,-1.0,-5.6,-0.2
197,R.J. Hampton\hamptrj01,SG,19,ORL,19,444,10.1,.502,.302,.241,2.7,16.3,9.3,11.6,1.6,1.0,14.3,20.4,,-0.4,0.4,-0.1,-0.006,,-4.1,-1.1,-5.2,-0.4
198,Tim Hardaway Jr.\hardati02,SG,28,DAL,62,1753,14.6,.574,.572,.188,1.1,11.7,6.4,9.3,0.8,0.5,6.3,23.3,,2.2,1.0,3.2,.088,,1.2,-1.9,-0.6,0.6
199,James Harden\hardeja01,PG-SG,31,TOT,42,1558,24.5,.616,.453,.438,2.6,20.7,11.9,44.4,1.5,1.6,16.7,28.7,,5.1,1.6,6.7,.206,,6.1,0.4,6.5,3.3
199,James Harden\hardeja01,SG,31,HOU,8,290,22.6,.613,.533,.444,1.8,13.8,7.5,47.5,1.1,1.9,17.4,28.7,,0.8,0.2,1.0,.165,,5.6,-1.0,4.6,0.5
199,James Harden\hardeja01,PG,31,BRK,34,1268,24.9,.616,.434,.436,2.7,22.2,12.9,43.6,1.6,1.6,16.6,28.7,,4.3,1.4,5.7,.215,,6.3,0.7,7.0,2.8
200,Maurice Harkless\harklma01,PF-SF,27,TOT,30,577,6.8,.528,.528,.259,1.9,10.2,6.0,5.9,1.8,2.3,13.0,10.4,,0.0,0.3,0.3,.023,,-4.1,-0.4,-4.5,-0.4
200,Maurice Harkless\harklma01,SF,27,MIA,11,124,4.6,.540,.846,.154,1.9,9.9,5.9,7.4,0.8,3.4,17.8,6.1,,0.0,0.1,0.1,.048,,-3.5,0.5,-3.0,0.0
200,Maurice Harkless\harklma01,PF,27,SAC,19,453,7.5,.526,.484,.274,1.9,10.3,6.0,5.5,2.0,2.1,12.4,11.5,,0.0,0.1,0.2,.016,,-4.2,-0.6,-4.9,-0.3
201,Jared Harper\harpeja01,PG,23,NYK,6,13,-14.4,.205,.250,.500,0.0,8.3,4.2,0.0,0.0,0.0,29.1,23.5,,-0.1,0.0,-0.1,-0.402,,-19.4,-7.8,-27.2,-0.1
202,Montrezl Harrell\harremo01,C,27,LAL,63,1487,22.8,.655,.018,.417,11.3,18.9,15.2,7.6,1.5,2.8,9.5,21.5,,4.3,2.6,6.9,.224,,2.4,0.4,2.8,1.8
203,Gary Harris\harriga01,SG,26,TOT,31,915,9.1,.510,.399,.256,2.1,6.4,4.2,10.2,1.3,0.9,8.8,16.3,,0.2,0.5,0.7,.039,,-3.0,-1.7,-4.7,-0.6
203,Gary Harris\harriga01,SG,26,DEN,19,581,9.3,.544,.481,.192,2.6,6.6,4.6,7.1,1.4,0.7,7.6,13.8,,0.4,0.4,0.8,.065,,-2.1,-1.5,-3.6,-0.2
203,Gary Harris\harriga01,SG,26,ORL,12,334,8.7,.470,.296,.336,1.2,6.2,3.6,15.7,1.2,1.4,10.0,20.7,,-0.2,0.2,0.0,-0.006,,-4.5,-2.0,-6.6,-0.4
204,Jalen Harris\harrija01,SG,22,TOR,7,32,8.1,.409,.455,.000,6.7,10.6,8.6,17.0,4.5,0.0,15.4,17.6,,0.0,0.0,0.0,.014,,-4.5,1.8,-2.7,0.0
205,Joe Harris\harrijo01,SF,29,BRK,65,2008,14.6,.670,.629,.092,2.4,10.0,6.4,8.5,1.1,0.6,7.4,16.2,,4.2,1.0,5.2,.125,,1.9,-1.4,0.6,1.3
206,Tobias Harris\harrito02,PF,28,PHI,55,1797,20.3,.602,.229,.224,3.4,19.8,11.7,18.1,1.3,2.4,10.0,23.8,,3.8,2.8,6.5,.175,,2.9,0.8,3.7,2.6
207,Shaquille Harrison\harrish01,SG,27,TOT,26,185,9.8,.481,.106,.340,3.0,12.4,7.8,9.9,3.2,1.0,12.9,14.6,,0.0,0.3,0.2,.062,,-5.0,2.1,-2.9,0.0
207,Shaquille Harrison\harrish01,SG,27,UTA,17,56,6.5,.375,.100,.300,5.9,10.9,8.5,21.5,1.7,0.0,18.1,21.3,,-0.1,0.1,0.0,-0.035,,-6.5,-1.3,-7.9,-0.1
207,Shaquille Harrison\harrish01,SG,27,DEN,9,129,11.2,.557,.111,.370,1.8,13.1,7.5,4.9,3.8,1.5,8.7,11.7,,0.1,0.2,0.3,.104,,-4.3,3.6,-0.8,0.0
208,Josh Hart\hartjo01,SF,25,NOP,47,1349,12.2,.566,.561,.259,4.3,26.2,15.3,10.5,1.4,0.8,11.3,13.5,,1.4,1.3,2.7,.097,,-1.1,0.0,-1.1,0.3
209,Isaiah Hartenstein\harteis01,C,22,TOT,44,533,18.4,.600,.032,.437,13.3,24.5,18.8,14.1,1.7,6.7,18.2,18.9,,0.7,0.9,1.6,.145,,-2.4,1.1,-1.3,0.1
209,Isaiah Hartenstein\harteis01,C,22,DEN,30,272,15.5,.543,.000,.450,16.9,18.7,17.8,7.4,2.0,7.1,18.0,18.8,,0.2,0.5,0.7,.116,,-4.2,-0.1,-4.3,-0.2
209,Isaiah Hartenstein\harteis01,C,22,CLE,14,261,21.5,.659,.064,.423,9.7,30.5,19.8,21.1,1.3,6.2,18.5,19.0,,0.5,0.4,1.0,.175,,-0.5,2.4,1.9,0.3
210,Jaxson Hayes\hayesja02,C,20,NOP,52,786,17.8,.700,.035,.458,9.7,18.8,14.3,4.8,1.2,3.3,12.0,14.8,,2.0,0.7,2.8,.169,,-0.1,-0.2,-0.3,0.3
211,Killian Hayes\hayeski01,PG,19,DET,19,449,5.0,.392,.326,.067,1.2,10.0,5.6,29.4,2.4,1.4,28.0,18.7,,-1.3,0.5,-0.8,-0.088,,-6.5,-0.5,-7.0,-0.6
212,Gordon Hayward\haywago01,SF,30,CHO,44,1496,17.6,.584,.312,.281,2.7,16.3,9.4,19.4,1.7,0.9,11.0,24.0,,2.2,1.4,3.6,.116,,1.9,-0.5,1.4,1.3
213,Juan Hernangómez\hernaju01,PF,25,MIN,46,791,13.5,.571,.553,.326,5.3,20.5,12.6,5.5,1.1,0.8,6.5,17.1,,0.9,0.4,1.3,.080,,-0.5,-1.7,-2.2,0.0
214,Willy Hernangómez\hernawi01,C,26,NOP,40,671,19.4,.591,.049,.330,15.8,26.9,21.4,7.2,1.2,2.7,9.2,16.4,,1.6,0.7,2.3,.165,,0.9,-1.6,-0.6,0.2
215,Tyler Herro\herroty01,SG,21,MIA,48,1472,12.7,.529,.418,.175,1.8,15.9,9.0,17.8,1.1,1.2,11.9,23.5,,-0.3,1.5,1.2,.039,,-0.8,-1.1,-1.9,0.0
216,Buddy Hield\hieldbu01,SG,28,SAC,63,2163,12.7,.568,.724,.109,1.3,13.9,7.5,13.2,1.2,1.1,10.6,20.6,,1.4,0.2,1.7,.037,,0.7,-1.8,-1.0,0.5
217,George Hill\hillge01,PG,34,TOT,22,523,13.8,.594,.418,.247,3.1,7.3,5.2,16.4,1.4,0.8,10.7,16.0,,0.8,0.4,1.1,.105,,-0.3,-0.7,-1.0,0.1
217,George Hill\hillge01,PG,34,OKC,14,369,15.9,.630,.475,.208,2.2,6.0,4.1,18.2,1.5,0.5,8.4,16.5,,0.8,0.2,1.0,.131,,0.9,-0.5,0.4,0.2
217,George Hill\hillge01,PG,34,PHI,8,154,8.6,.487,.237,.368,5.1,10.5,7.9,12.0,0.9,1.7,16.9,14.8,,0.0,0.2,0.1,.041,,-3.3,-1.3,-4.6,-0.1
218,Solomon Hill\hillso01,PF,29,ATL,64,1392,6.6,.494,.707,.148,3.2,12.1,7.7,6.2,1.6,0.7,11.7,10.7,,0.0,1.0,1.0,.034,,-3.1,0.1,-3.0,-0.4
219,Nate Hinton\hintona01,SG,21,DAL,15,57,10.1,.449,.348,.261,2.0,9.5,5.8,12.7,4.3,1.6,16.3,23.8,,-0.1,0.1,0.0,-0.042,,-5.0,1.9,-3.2,0.0
220,Jaylen Hoard\hoardja01,SF,21,OKC,12,194,9.6,.501,.115,.519,8.5,13.0,10.7,7.5,2.0,0.9,19.0,17.3,,-0.1,0.2,0.0,.006,,-4.8,-1.4,-6.3,-0.2
221,Aaron Holiday\holidaa01,PG,24,IND,61,1053,9.1,.502,.427,.188,1.1,6.9,4.0,13.5,1.8,0.9,11.7,19.8,,-0.5,0.7,0.2,.009,,-3.2,-1.0,-4.2,-0.6
222,Jrue Holiday\holidjr01,PG,30,MIL,52,1672,19.6,.590,.341,.157,4.2,10.4,7.4,25.4,2.5,1.5,12.9,22.0,,3.5,2.1,5.6,.162,,2.5,0.8,3.3,2.2
223,Justin Holiday\holidju01,SG,31,IND,63,1916,10.2,.559,.729,.130,1.6,11.1,6.4,7.1,1.8,1.2,7.8,14.0,,1.0,1.6,2.6,.065,,-0.9,-0.3,-1.2,0.4
224,Rondae Hollis-Jefferson\holliro01,PF,26,POR,7,81,15.2,.521,.071,1.000,12.8,12.3,12.6,15.9,1.2,4.4,9.0,11.8,,0.2,0.1,0.3,.150,,-1.1,0.9,-0.3,0.0
225,Richaun Holmes\holmeri01,C,27,SAC,55,1625,20.6,.676,.021,.306,9.3,23.7,16.4,7.9,1.0,4.5,10.3,17.4,,4.6,1.0,5.6,.165,,0.8,-0.3,0.5,1.1
226,Rodney Hood\hoodro01,SF,28,TOT,52,914,5.5,.451,.435,.107,2.5,9.1,5.7,7.8,1.2,0.7,12.0,14.2,,-0.7,0.3,-0.4,-0.023,,-5.3,-1.9,-7.2,-1.2
226,Rodney Hood\hoodro01,SF,28,POR,38,726,5.0,.436,.418,.060,2.6,8.4,5.4,8.6,1.3,0.5,13.1,14.0,,-0.7,0.2,-0.5,-0.036,,-5.7,-2.0,-7.6,-1.0
226,Rodney Hood\hoodro01,SF,28,TOR,14,188,7.3,.503,.500,.288,2.3,12.1,7.0,4.4,0.8,1.6,7.9,14.6,,0.0,0.1,0.1,.028,,-3.9,-1.6,-5.5,-0.2
227,Al Horford\horfoal01,C,34,OKC,28,782,17.4,.538,.422,.061,3.8,21.3,12.5,20.1,1.5,2.9,7.3,21.7,,0.8,0.9,1.7,.103,,1.9,1.4,3.3,1.0
228,Talen Horton-Tucker\hortota01,SG,20,LAL,59,1153,12.8,.528,.273,.251,2.2,12.9,7.6,19.7,2.4,1.5,15.1,21.7,,-0.1,2.0,1.9,.078,,-2.7,1.4,-1.3,0.2
229,Danuel House\houseda01,SF,27,HOU,33,885,9.3,.531,.574,.235,2.1,13.3,7.4,9.9,1.0,1.6,10.1,14.8,,0.2,0.5,0.7,.038,,-2.5,-0.3,-2.8,-0.2
230,Dwight Howard\howardw01,C,35,PHI,62,1074,17.7,.608,.066,.703,17.7,35.4,26.7,7.0,1.2,4.8,22.4,18.4,,1.1,2.4,3.5,.156,,-2.3,0.4,-1.9,0.0
231,Markus Howard\howarma02,SG,21,DEN,31,101,-3.4,.312,.712,.038,0.0,13.4,6.8,15.5,1.0,0.0,14.5,26.8,,-0.5,0.1,-0.5,-0.225,,-12.4,-4.7,-17.1,-0.4
232,Kevin Huerter\huertke01,SG,22,ATL,63,1966,12.4,.548,.529,.092,2.0,9.5,5.8,16.4,2.0,0.7,9.6,17.2,,1.9,1.5,3.3,.082,,-0.6,0.2,-0.4,0.8
233,Elijah Hughes\hugheel01,SF,22,UTA,15,55,5.3,.450,.769,.154,0.0,12.9,6.7,12.8,0.9,1.5,17.8,26.5,,-0.2,0.1,-0.1,-0.079,,-4.3,-2.3,-6.6,-0.1
234,De'Andre Hunter\huntede01,SF,23,ATL,20,625,16.5,.625,.390,.336,2.8,14.9,9.0,10.3,1.4,1.4,9.5,19.7,,1.3,0.5,1.8,.137,,1.5,0.2,1.7,0.6
235,Chandler Hutchison\hutchch01,SF,24,TOT,17,230,4.6,.437,.211,.183,2.3,24.8,13.6,6.8,1.0,0.4,17.3,16.9,,-0.5,0.2,-0.2,-0.051,,-7.1,-1.0,-8.1,-0.4
235,Chandler Hutchison\hutchch01,SF,24,CHI,7,64,0.4,.344,.167,.111,1.8,32.8,17.4,7.8,0.8,0.0,20.9,16.2,,-0.2,0.1,-0.1,-0.107,,-9.4,-1.5,-10.9,-0.1
235,Chandler Hutchison\hutchch01,SF,24,WAS,10,166,6.2,.467,.226,.208,2.6,21.7,12.2,6.4,1.1,0.5,16.0,17.2,,-0.3,0.2,-0.1,-0.029,,-6.2,-0.8,-7.0,-0.2
236,Serge Ibaka\ibakase01,C,31,LAC,39,919,17.6,.582,.311,.130,8.5,23.0,15.9,10.9,0.5,4.5,10.7,19.8,,1.5,1.2,2.7,.139,,1.0,-0.5,0.4,0.6
237,Andre Iguodala\iguodan01,SF,37,MIA,57,1222,9.7,.522,.748,.154,3.3,15.8,9.7,14.1,2.2,2.8,18.3,11.3,,0.1,1.8,1.8,.072,,-2.3,2.0,-0.3,0.5
238,Ersan İlyasova\ilyaser01,PF,33,UTA,14,129,15.6,.662,.818,.068,4.3,16.5,10.7,3.3,3.8,1.9,11.7,17.2,,0.2,0.3,0.5,.175,,-0.5,2.8,2.4,0.1
239,Joe Ingles\inglejo01,SF,33,UTA,59,1625,16.5,.695,.726,.165,1.8,11.8,7.0,23.2,1.1,0.6,16.2,16.5,,4.4,1.9,6.4,.188,,3.1,0.8,3.9,2.4
240,Brandon Ingram\ingrabr01,SF,23,NOP,59,2032,19.4,.585,.340,.290,1.8,13.9,7.9,22.3,0.9,1.7,11.1,28.4,,4.0,1.2,5.2,.122,,3.6,-1.4,2.2,2.1
241,Kyrie Irving\irvinky01,PG,28,BRK,48,1690,23.9,.604,.339,.205,3.5,11.8,7.8,29.8,1.8,1.5,10.2,30.5,,5.0,1.4,6.4,.181,,5.4,-0.7,4.7,2.9
242,Wesley Iwundu\iwundwe01,SF,26,TOT,36,477,4.7,.452,.443,.330,2.6,15.3,9.0,4.0,1.4,0.8,14.4,10.7,,-0.4,0.4,0.0,.004,,-6.0,-0.2,-6.2,-0.5
242,Wesley Iwundu\iwundwe01,SF,26,DAL,23,288,4.9,.421,.442,.269,2.3,14.3,8.4,4.4,1.5,1.0,9.4,9.9,,-0.2,0.3,0.1,.015,,-5.6,0.4,-5.1,-0.2
242,Wesley Iwundu\iwundwe01,SF,26,NOP,13,189,4.4,.493,.444,.417,2.9,16.7,9.9,3.3,1.3,0.5,20.5,12.0,,-0.2,0.1,0.0,-0.013,,-6.7,-1.2,-7.8,-0.3
243,Frank Jackson\jacksfr01,PG,22,DET,35,615,13.2,.611,.539,.257,2.5,11.3,6.9,7.2,0.7,0.1,10.5,21.6,,0.6,0.3,0.9,.072,,-0.3,-1.9,-2.1,0.0
244,Jaren Jackson Jr.\jacksja02,C,21,MEM,5,109,16.2,.521,.411,.375,6.7,22.7,14.6,6.9,0.4,7.5,7.1,27.2,,0.1,0.2,0.2,.098,,-2.8,-0.7,-3.5,0.0
245,Josh Jackson\jacksjo02,SG,23,DET,58,1456,12.2,.520,.357,.306,3.9,14.0,8.9,14.7,1.7,2.5,14.8,26.4,,-1.3,1.5,0.2,.008,,-2.3,-0.9,-3.2,-0.4
246,Justin Jackson\jacksju01,SF,25,OKC,33,544,10.7,.519,.524,.165,2.7,11.0,6.8,14.5,1.3,0.3,12.0,20.2,,-0.1,0.3,0.2,.021,,-2.0,-1.0,-2.9,-0.1
247,Reggie Jackson\jacksre01,SG,30,LAC,61,1401,14.2,.572,.458,.150,1.9,11.9,7.0,19.6,1.3,0.4,10.9,20.0,,2.1,1.2,3.3,.113,,0.4,-0.5,-0.1,0.7
248,Justin James\jamesju01,SF,24,SAC,29,195,7.9,.517,.370,.333,1.7,5.8,3.7,10.1,1.0,0.4,10.2,15.2,,0.0,0.0,0.0,-0.010,,-3.3,-2.6,-5.9,-0.2
249,LeBron James\jamesle01,PG,36,LAL,43,1448,24.2,.605,.354,.322,2.0,23.9,13.1,41.1,1.5,1.5,15.4,31.6,,3.0,2.6,5.5,.183,,5.9,1.6,7.5,3.5
250,Mike James\jamesmi02,PG,30,BRK,6,103,8.2,.438,.297,.324,3.4,7.2,5.4,27.9,0.5,0.0,17.6,21.6,,-0.1,0.0,-0.1,-0.031,,-3.1,-3.6,-6.7,-0.1
251,DaQuan Jeffries\jeffrda01,SG,23,TOT,27,364,7.6,.500,.557,.080,5.0,10.8,7.8,4.4,1.3,2.4,9.9,11.9,,0.0,0.1,0.1,.016,,-3.6,-1.1,-4.6,-0.2
251,DaQuan Jeffries\jeffrda01,SG,23,SAC,18,232,7.3,.524,.491,.123,4.3,9.8,7.0,3.3,1.4,1.5,11.8,12.6,,0.0,0.0,0.0,.002,,-3.9,-1.8,-5.6,-0.2
251,DaQuan Jeffries\jeffrda01,SG,23,HOU,9,132,8.2,.452,.677,.000,6.2,12.6,9.3,6.3,1.1,4.1,6.1,10.6,,0.0,0.1,0.1,.041,,-3.0,0.1,-2.9,0.0
252,Ty Jerome\jeromty01,SG,23,OKC,31,746,12.8,.581,.598,.114,1.4,10.7,6.0,23.3,1.2,0.7,14.5,18.5,,0.7,0.4,1.1,.072,,-0.2,-0.6,-0.8,0.2
253,Isaiah Joe\joeis01,SG,21,PHI,35,312,7.8,.487,.783,.170,2.1,8.7,5.5,7.8,1.4,1.1,7.3,16.9,,0.0,0.4,0.3,.051,,-3.2,-1.3,-4.5,-0.2
254,Alize Johnson\johnsal02,PF,24,BRK,15,181,24.3,.650,.092,.200,16.7,37.0,27.3,11.4,1.3,1.9,11.3,19.1,,0.6,0.3,0.9,.236,,2.8,0.4,3.3,0.2
255,Cameron Johnson\johnsca02,PF,24,PHO,58,1388,12.2,.575,.695,.123,2.6,12.8,7.8,8.1,1.2,1.0,7.5,17.0,,1.4,1.4,2.8,.096,,0.3,-0.5,-0.2,0.6
256,James Johnson\johnsja01,PF,33,TOT,43,853,11.5,.513,.396,.215,3.1,14.5,8.9,13.2,2.1,4.3,13.9,16.8,,0.0,1.1,1.0,.059,,-2.5,1.4,-1.2,0.2
256,James Johnson\johnsja01,PF,33,DAL,29,504,12.3,.526,.414,.200,3.1,15.5,9.4,13.8,2.3,4.2,14.6,16.2,,0.0,0.7,0.8,.073,,-2.1,2.2,0.1,0.3
256,James Johnson\johnsja01,PF,33,NOP,14,349,10.4,.497,.374,.235,3.2,13.1,8.2,12.3,1.8,4.3,13.0,17.7,,-0.1,0.4,0.3,.038,,-3.1,0.2,-3.0,-0.1
257,Keldon Johnson\johnske04,SF,21,SAS,60,1743,14.2,.560,.254,.275,5.0,18.5,11.7,8.9,1.0,1.2,8.7,19.1,,1.6,1.7,3.3,.092,,-0.6,-0.9,-1.5,0.2
258,Stanley Johnson\johnsst04,PF,24,TOR,54,789,8.0,.517,.606,.188,3.0,14.2,8.4,11.5,2.5,2.2,19.9,11.8,,-0.2,0.9,0.8,.046,,-3.9,1.1,-2.8,-0.2
259,Tyler Johnson\johnsty01,SG,28,BRK,36,627,8.3,.544,.729,.124,1.1,10.7,6.1,8.3,1.1,0.0,7.7,13.5,,0.4,0.3,0.7,.050,,-2.3,-1.3,-3.6,-0.3
260,Nikola Jokić\jokicni01,C,25,DEN,64,2243,31.1,.648,.188,.285,9.3,26.1,17.7,40.4,2.0,1.8,13.4,29.2,,10.9,3.1,14.0,.300,,9.1,2.5,11.6,7.7
261,Damian Jones\jonesda03,C,25,TOT,31,361,13.3,.765,.018,.750,7.8,14.9,11.3,5.0,0.9,3.7,19.5,11.2,,0.7,0.3,1.1,.141,,-2.7,0.7,-2.0,0.0
261,Damian Jones\jonesda03,C,25,PHO,14,94,6.7,.528,.063,.688,8.6,13.0,10.8,5.3,0.5,4.8,22.4,12.7,,0.0,0.1,0.1,.047,,-7.2,1.1,-6.1,-0.1
261,Damian Jones\jonesda03,C,25,LAL,8,112,17.1,.965,.000,.706,8.1,17.8,13.0,1.3,0.4,5.6,18.3,10.6,,0.4,0.2,0.5,.235,,-1.6,1.8,0.2,0.1
261,Damian Jones\jonesda03,C,25,SAC,9,155,14.5,.781,.000,.826,7.1,13.9,10.5,7.5,1.6,1.6,18.2,10.7,,0.4,0.0,0.4,.130,,-0.8,-0.3,-1.1,0.0
262,Derrick Jones Jr.\jonesde02,SF,23,POR,54,1263,12.0,.571,.454,.294,6.2,11.0,8.5,4.6,1.4,3.8,8.1,12.2,,1.6,0.7,2.3,.088,,-1.5,-0.3,-1.7,0.1
263,Mason Jones\jonesma05,SG,22,TOT,32,334,12.2,.556,.537,.520,2.2,15.9,8.8,19.1,1.0,0.3,16.1,23.0,,0.0,0.2,0.2,.033,,-1.2,-1.2,-2.4,0.0
